NA12884	NA12885	0.2275361273390172	2331000.0	10244527
NA12884	NA12886	0.22913843042383777	2354547.0	10275653
NA12884	NA12887	0.2201050743822818	2250060.0	10222663
NA12884	NA12888	0.23330015761881553	2389561.0	10242432
NA12884	NA12889	0.2047522503843174	2083658.0	10176484
NA12884	NA12890	0.20065780169982356	2043239.0	10182704
NA12884	NA12891	0.20342569302292024	2063976.0	10146093
NA12884	NA12892	0.20534226905835504	2089212.0	10174291
NA12884	NA12893	0.2346522441292564	2404681.0	10247850
NA12885	NA12885	1.0	331.0	331
NA12885	NA12886	0.23987410222217115	2463259.0	10268966
NA12885	NA12887	0.24668023855142499	2532741.0	10267304
NA12885	NA12888	0.22822083503072507	2335015.0	10231384
NA12885	NA12889	0.2105752483760359	2144213.0	10182645
NA12885	NA12890	0.19676325851447993	2000799.0	10168560
NA12885	NA12891	0.20663282622589169	2097361.0	10150183
NA12885	NA12892	0.20196413737843927	2052754.0	10163953
NA12885	NA12893	0.22119602912787048	2260450.0	10219216
NA12886	NA12886	1.0	417.0	417
NA12886	NA12887	0.228903608911488	2344496.0	10242285
NA12886	NA12888	0.23544863167339614	2414149.0	10253400
NA12886	NA12889	0.21020480397899938	2141543.0	10187888
NA12886	NA12890	0.1979285260473488	2015619.0	10183570
NA12886	NA12891	0.20758631383851983	2108449.0	10156975
NA12886	NA12892	0.2034705752097362	2070225.0	10174567
NA12886	NA12893	0.23548622895590718	2414859.0	10254778
NA12887	NA12887	1.0	408.0	408
NA12887	NA12888	0.22687199885269765	2320722.0	10229213
NA12887	NA12889	0.2104975504340459	2142944.0	10180375
NA12887	NA12890	0.2022438841696906	2057424.0	10172985
NA12887	NA12891	0.20903096899161827	2122675.0	10154835
NA12887	NA12892	0.20708421309701855	2106314.0	10171292
NA12887	NA12893	0.2274519373278867	2326544.0	10228728
NA12888	NA12888	1.0	371.0	371
NA12888	NA12889	0.20157348686440532	2048675.0	10163415
NA12888	NA12890	0.20531420260482172	2089682.0	10177971
NA12888	NA12891	0.21225831051677355	2157091.0	10162575
NA12888	NA12892	0.1994368184445848	2025809.0	10157648
NA12888	NA12893	0.2409988135234141	2470769.0	10252204
NA12889	NA12889	1.0	436.0	436
NA12889	NA12890	0.1904139224882745	1928417.0	10127500
NA12889	NA12891	0.1928028806841704	1948560.0	10106488
NA12889	NA12892	0.19271079128675286	1951090.0	10124446
NA12889	NA12893	0.19978331913663888	2029727.0	10159642
NA12890	NA12890	1.0	347.0	347
NA12890	NA12891	0.18648302271970124	1883610.0	10100705
NA12890	NA12892	0.1871466763337658	1894614.0	10123685
NA12890	NA12893	0.2104830446196493	2144123.0	10186678
NA12891	NA12891	1.0	412.0	412
NA12891	NA12892	0.19446936195593026	1964139.0	10099992
NA12891	NA12893	0.19869801513732216	2014687.0	10139442
NA12892	NA12892	1.0	408.0	408
NA12892	NA12893	0.2146872373703845	2186430.0	10184257
NA12893	NA12893	1.0	413.0	413
