Sample,,PC1,-PC2,PC2
NA12777,,-0.01877242928,0.03262156264,-0.03262156264
NA12778,,-0.01844394028,0.03307942676,-0.03307942676
NA12812,,-0.01829255924,0.03234156109,-0.03234156109
NA12814,,-0.01762016864,0.03263545211,-0.03263545211
NA12815,,-0.01853683285,0.03224955376,-0.03224955376
NA12827,,-0.01858841051,0.03281390301,-0.03281390301
NA12829,,-0.01762008998,0.03168371012,-0.03168371012
NA12830,,-0.01810363894,0.0324298743,-0.0324298743
NA12842,,-0.0182829629,0.0329193367,-0.0329193367
NA12843,,-0.018909309,0.03192620991,-0.03192620991
NA12872,,-0.01849061018,0.0311343808,-0.0311343808
NA12873,,-0.01808053341,0.03196801166,-0.03196801166
NA12874,,-0.01745130589,0.0320054831,-0.0320054831
NA12889,,-0.01779225572,0.03300436619,-0.03300436619
NA12890,,-0.01840232302,0.03232329796,-0.03232329796
NA18486,,0.0552382493,-0.009618048095,0.009618048095
NA18487,,0.05540069218,-0.009690078597,0.009690078597
NA18489,,0.05597956726,-0.00990820958,0.00990820958
NA18498,,0.0552051138,-0.009597793619,0.009597793619
NA18499,,0.05614784149,-0.01077307197,0.01077307197
NA18501,,0.05548866595,-0.01004183987,0.01004183987
NA18502,,0.05623961958,-0.009326997872,0.009326997872
NA18504,,0.05590719404,-0.009683508297,0.009683508297
NA18505,,0.05741172276,-0.009306608826,0.009306608826
NA18507,,0.05555709723,-0.01031098253,0.01031098253
NA18508,,0.0565981753,-0.01039197285,0.01039197285
NA18510,,0.05551925791,-0.01016863689,0.01016863689
NA18511,,0.05568715311,-0.01005381689,0.01005381689
NA18516,,0.05596735692,-0.00961475125,0.00961475125
NA18517,,0.05572761293,-0.009876728432,0.009876728432
NA18519,,0.05575325371,-0.009190568296,0.009190568296
NA18520,,0.05603731651,-0.008945200894,0.008945200894
NA18522,,0.05577182663,-0.009296684245,0.009296684245
NA18523,,0.05594218113,-0.009428813503,0.009428813503
NA18525,,-0.02597275316,-0.04460282534,0.04460282534
NA18526,,-0.02600457625,-0.04548543689,0.04548543689
NA18527,,-0.02528002721,-0.04397471869,0.04397471869
NA18528,,-0.02534471361,-0.04371227302,0.04371227302
NA18530,,-0.02589143491,-0.0442575967,0.0442575967
NA18532,,-0.02627392509,-0.04541409109,0.04541409109
NA18534,,-0.02601240947,-0.04491587175,0.04491587175
NA18535,,-0.02606393275,-0.04428817744,0.04428817744
NA18536,,-0.02628254256,-0.04428417001,0.04428417001
NA18537,,-0.02639608242,-0.04472867738,0.04472867738
NA18538,,-0.02623352767,-0.0441982731,0.0441982731
NA18539,,-0.02612395633,-0.04462311372,0.04462311372
NA18541,,-0.02644394293,-0.04422320259,0.04422320259
NA18542,,-0.02599737274,-0.04408880004,0.04408880004
NA18543,,-0.02689533659,-0.0452713164,0.0452713164
NA18544,,-0.02627583319,-0.04370759268,0.04370759268
NA18545,,-0.02613990077,-0.0450990817,0.0450990817
NA18546,,-0.02631566394,-0.0450499518,0.0450499518
NA18547,,-0.02590952009,-0.04414778584,0.04414778584
NA18548,,-0.02654494344,-0.04469332328,0.04469332328
NA18549,,-0.02575828585,-0.04573305008,0.04573305008
NA18550,,-0.02590777811,-0.04435159788,0.04435159788
NA18552,,-0.026804105,-0.0456117446,0.0456117446
NA18553,,-0.02563149435,-0.04433087889,0.04433087889
NA18555,,-0.02653932031,-0.04421100526,0.04421100526
NA18557,,-0.02609088495,-0.04416331223,0.04416331223
NA18558,,-0.0260881551,-0.04412508402,0.04412508402
NA18559,,-0.0264865483,-0.04460349781,0.04460349781
NA18560,,-0.02602255211,-0.04555883266,0.04555883266
NA18561,,-0.02624103158,-0.04276892237,0.04276892237
NA18562,,-0.02613858929,-0.043817343,0.043817343
NA18563,,-0.02640450719,-0.0439323967,0.0439323967
NA18564,,-0.02615781094,-0.04416040667,0.04416040667
NA18565,,-0.02619647425,-0.04587059333,0.04587059333
NA18566,,-0.02658720288,-0.04523928668,0.04523928668
NA18567,,-0.02610509132,-0.0449741996,0.0449741996
NA18570,,-0.02660589724,-0.04580688818,0.04580688818
NA18571,,-0.02579055498,-0.04410003385,0.04410003385
NA18572,,-0.02631368679,-0.04580995069,0.04580995069
NA18573,,-0.0261138663,-0.04529443067,0.04529443067
NA18574,,-0.02659730249,-0.04522458492,0.04522458492
NA18576,,-0.02616994139,-0.04375307336,0.04375307336
NA18577,,-0.02637914712,-0.04524864728,0.04524864728
NA18579,,-0.02592394531,-0.04475495723,0.04475495723
NA18582,,-0.02669919106,-0.04513151762,0.04513151762
NA18592,,-0.02663964361,-0.04428687852,0.04428687852
NA18593,,-0.02621082594,-0.0445582261,0.0445582261
NA18595,,-0.02649089907,-0.04524655521,0.04524655521
NA18596,,-0.0267681991,-0.04582736687,0.04582736687
NA18597,,-0.02610959224,-0.04452458394,0.04452458394
NA18599,,-0.02644572573,-0.04492373423,0.04492373423
NA18602,,-0.02643366132,-0.04511371426,0.04511371426
NA18603,,-0.02658211304,-0.04607825619,0.04607825619
NA18605,,-0.02656693585,-0.04520483334,0.04520483334
NA18606,,-0.02611025391,-0.04465839218,0.04465839218
NA18608,,-0.02663681964,-0.04272217908,0.04272217908
NA18609,,-0.02624535706,-0.04293763876,0.04293763876
NA18610,,-0.02626522796,-0.04455503097,0.04455503097
NA18611,,-0.02601061225,-0.04408051113,0.04408051113
NA18612,,-0.02588165076,-0.04486961909,0.04486961909
NA18613,,-0.02660861389,-0.04398904622,0.04398904622
NA18614,,-0.0265891857,-0.04561156979,0.04561156979
NA18615,,-0.02628806569,-0.0444622246,0.0444622246
NA18616,,-0.02662627755,-0.04541158266,0.04541158266
NA18617,,-0.02621149469,-0.04533109235,0.04533109235
NA18618,,-0.02605055983,-0.04458173447,0.04458173447
NA18619,,-0.02605834296,-0.04377832888,0.04377832888
NA18620,,-0.02622099636,-0.04445234439,0.04445234439
NA18621,,-0.02670583784,-0.04461836199,0.04461836199
NA18622,,-0.02628874011,-0.04478719315,0.04478719315
NA18623,,-0.02641083884,-0.04344490765,0.04344490765
NA18624,,-0.02633055937,-0.04563448782,0.04563448782
NA18626,,-0.02624948102,-0.04320277131,0.04320277131
NA18627,,-0.0264917469,-0.04478370505,0.04478370505
NA18628,,-0.0260210902,-0.04487957741,0.04487957741
NA18630,,-0.02602648007,-0.04478551362,0.04478551362
NA18631,,-0.02657265833,-0.04567852833,0.04567852833
NA18632,,-0.02632368258,-0.04562435668,0.04562435668
NA18633,,-0.02654996646,-0.04595530834,0.04595530834
NA18634,,-0.02586892102,-0.04534173497,0.04534173497
NA18635,,-0.02646214771,-0.04412521086,0.04412521086
NA18636,,-0.02564389357,-0.04579652014,0.04579652014
NA18637,,-0.02592165994,-0.045108495,0.045108495
NA18638,,-0.02561939553,-0.04436996338,0.04436996338
NA18639,,-0.02550707897,-0.04394341772,0.04394341772
NA18640,,-0.02598950951,-0.04397041461,0.04397041461
NA18641,,-0.02583436832,-0.04533411904,0.04533411904
NA18642,,-0.02508594041,-0.04190206597,0.04190206597
NA18643,,-0.02572157728,-0.04396950476,0.04396950476
NA18645,,-0.02561318789,-0.04494848171,0.04494848171
NA18647,,-0.02551487577,-0.04221317637,0.04221317637
NA18740,,-0.0253594319,-0.0444350446,0.0444350446
NA18745,,-0.02626798834,-0.04441064111,0.04441064111
NA18747,,-0.02596568306,-0.04371722708,0.04371722708
NA18748,,-0.02562030819,-0.04451124263,0.04451124263
NA18749,,-0.02579334544,-0.04347161088,0.04347161088
NA18757,,-0.0262455243,-0.0443717597,0.0443717597
NA18853,,0.05581449806,-0.01000978303,0.01000978303
NA18856,,0.0555768192,-0.009436438385,0.009436438385
NA18858,,0.05645919642,-0.009482030279,0.009482030279
NA18861,,0.05605893886,-0.01025229689,0.01025229689
NA18867,,0.05683222701,-0.01020315645,0.01020315645
NA18868,,0.05565263265,-0.009801582909,0.009801582909
NA18870,,0.05680927734,-0.00972717891,0.00972717891
NA18871,,0.05631032022,-0.009970708063,0.009970708063
NA18873,,0.05635645622,-0.009819552872,0.009819552872
NA18874,,0.05545750015,-0.009725716911,0.009725716911
NA18907,,0.05672437242,-0.01003330187,0.01003330187
NA18908,,0.05617978087,-0.009802796032,0.009802796032
NA18909,,0.05625471917,-0.01065147249,0.01065147249
NA18910,,0.05497758026,-0.009314855809,0.009314855809
NA18912,,0.05634307904,-0.009877122737,0.009877122737
NA18916,,0.05657182265,-0.009334713893,0.009334713893
NA18917,,0.05580658281,-0.009194866808,0.009194866808
NA18923,,0.05581149199,-0.00933559026,0.00933559026
NA18924,,0.05588709253,-0.009894544592,0.009894544592
NA18933,,0.05715182238,-0.01035344924,0.01035344924
NA18934,,0.05557903722,-0.009224954208,0.009224954208
NA18939,,-0.02590628091,-0.04429882758,0.04429882758
NA18940,,-0.02575714099,-0.04473596269,0.04473596269
NA18941,,-0.02606056276,-0.04525222294,0.04525222294
NA18942,,-0.02604678747,-0.04534587983,0.04534587983
NA18943,,-0.0264929945,-0.04520418011,0.04520418011
NA18944,,-0.02631185992,-0.04384963666,0.04384963666
NA18945,,-0.02608609186,-0.04401948678,0.04401948678
NA18946,,-0.02539702309,-0.04397746396,0.04397746396
NA18947,,-0.0258738618,-0.04463342568,0.04463342568
NA18948,,-0.02580266647,-0.04427809919,0.04427809919
NA18949,,-0.02651979677,-0.04397652399,0.04397652399
NA18950,,-0.02659238544,-0.04549718101,0.04549718101
NA18951,,-0.02597593584,-0.04577109785,0.04577109785
NA18952,,-0.02631969781,-0.04395439411,0.04395439411
NA18953,,-0.0266343923,-0.04410700177,0.04410700177
NA18954,,-0.02573502703,-0.04394843472,0.04394843472
NA18956,,-0.02576212921,-0.04504741731,0.04504741731
NA18957,,-0.025512184,-0.04368403967,0.04368403967
NA18959,,-0.0260439174,-0.04400830354,0.04400830354
NA18960,,-0.02580281729,-0.04462862049,0.04462862049
NA18961,,-0.0264307079,-0.04426620789,0.04426620789
NA18962,,-0.02580715771,-0.04388171911,0.04388171911
NA18963,,-0.0260587692,-0.04555852093,0.04555852093
NA18964,,-0.02581307367,-0.04477274228,0.04477274228
NA18965,,-0.02648992085,-0.04461490969,0.04461490969
NA18966,,-0.02554681074,-0.04333982604,0.04333982604
NA18968,,-0.02579885885,-0.04522169961,0.04522169961
NA18971,,-0.02652320036,-0.04474657364,0.04474657364
NA18973,,-0.02650638698,-0.04406576954,0.04406576954
NA18974,,-0.02602661,-0.04439920596,0.04439920596
NA18975,,-0.02598790509,-0.04464637503,0.04464637503
NA18976,,-0.0260743616,-0.04548566446,0.04548566446
NA18977,,-0.02614015644,-0.04405239846,0.04405239846
NA18978,,-0.02541943899,-0.04362545029,0.04362545029
NA18980,,-0.02663362189,-0.04439928776,0.04439928776
NA18981,,-0.02612045388,-0.0439932389,0.0439932389
NA18982,,-0.02600664861,-0.04371179549,0.04371179549
NA18983,,-0.02659912857,-0.04423867297,0.04423867297
NA18984,,-0.02565295529,-0.04373807121,0.04373807121
NA18985,,-0.02626081753,-0.04454377439,0.04454377439
NA18986,,-0.02573231123,-0.04467299647,0.04467299647
NA18987,,-0.02637506051,-0.04287328707,0.04287328707
NA18988,,-0.02548969001,-0.04485574379,0.04485574379
NA18989,,-0.02609841951,-0.04472685231,0.04472685231
NA18990,,-0.02566546093,-0.04542594483,0.04542594483
NA18992,,-0.02596342565,-0.04277216363,0.04277216363
NA18994,,-0.02574437928,-0.04477806454,0.04477806454
NA18995,,-0.02576217447,-0.04345440967,0.04345440967
NA18998,,-0.02541243188,-0.04448880063,0.04448880063
NA18999,,-0.02601133176,-0.0449267121,0.0449267121
NA19000,,-0.02652742625,-0.04569596782,0.04569596782
NA19002,,-0.02625843078,-0.04458487466,0.04458487466
NA19003,,-0.02622315491,-0.04530773763,0.04530773763
NA19004,,-0.02614507626,-0.04470268678,0.04470268678
NA19005,,-0.02597014516,-0.04525685839,0.04525685839
NA19007,,-0.02674153098,-0.04476131536,0.04476131536
NA19009,,-0.02623744657,-0.04417758918,0.04417758918
NA19010,,-0.02646925159,-0.04515251089,0.04515251089
NA19012,,-0.0255503094,-0.04395129079,0.04395129079
NA19020,,0.05105260419,-0.007386889217,0.007386889217
NA19028,,0.05077194335,-0.008087737331,0.008087737331
NA19035,,0.05137423094,-0.007919807451,0.007919807451
NA19036,,0.05303827139,-0.008446066576,0.008446066576
NA19038,,0.05282441039,-0.008637583358,0.008637583358
NA19041,,0.05129859201,-0.008616757562,0.008616757562
NA19044,,0.05141561259,-0.007738628188,0.007738628188
NA19046,,0.0521433149,-0.009150126108,0.009150126108
NA19054,,-0.02635796077,-0.04487548052,0.04487548052
NA19055,,-0.02618495609,-0.04504935133,0.04504935133
NA19056,,-0.02588506675,-0.04375174924,0.04375174924
NA19057,,-0.02654598674,-0.04371574384,0.04371574384
NA19058,,-0.02621453536,-0.04430732936,0.04430732936
NA19059,,-0.02636471394,-0.0441462252,0.0441462252
NA19060,,-0.02606306776,-0.04389970862,0.04389970862
NA19062,,-0.02598688178,-0.04424422363,0.04424422363
NA19063,,-0.02630806522,-0.04512043331,0.04512043331
NA19064,,-0.02627688964,-0.04561562859,0.04561562859
NA19065,,-0.0260712896,-0.04434686216,0.04434686216
NA19066,,-0.02582537797,-0.04461252837,0.04461252837
NA19067,,-0.02644038989,-0.04526751237,0.04526751237
NA19068,,-0.02691173909,-0.04500140742,0.04500140742
NA19070,,-0.02638899516,-0.04423464362,0.04423464362
NA19072,,-0.02568543036,-0.04454425229,0.04454425229
NA19074,,-0.02651447262,-0.0449511358,0.0449511358
NA19075,,-0.02680431908,-0.04429441399,0.04429441399
NA19076,,-0.02685029404,-0.04368208981,0.04368208981
NA19077,,-0.02614350416,-0.04541338842,0.04541338842
NA19078,,-0.02612290706,-0.04476651432,0.04476651432
NA19079,,-0.02575990375,-0.04527780971,0.04527780971
NA19080,,-0.02587659203,-0.04534808304,0.04534808304
NA19081,,-0.02653346235,-0.04460160539,0.04460160539
NA19082,,-0.02593818916,-0.0449955715,0.0449955715
NA19083,,-0.02588920102,-0.04419828127,0.04419828127
NA19084,,-0.0264640755,-0.04542386812,0.04542386812
NA19085,,-0.02637118686,-0.04436760249,0.04436760249
NA19087,,-0.02661211696,-0.04456452786,0.04456452786
NA19088,,-0.02636402465,-0.04417469485,0.04417469485
NA19093,,0.05592586342,-0.01008753763,0.01008753763
NA19095,,0.05633274074,-0.01000746993,0.01000746993
NA19096,,0.05537280808,-0.009235384505,0.009235384505
NA19098,,0.05531241767,-0.009776435248,0.009776435248
NA19099,,0.05621120073,-0.009937033583,0.009937033583
NA19102,,0.05668913119,-0.009897692006,0.009897692006
NA19107,,0.05526173651,-0.009256141547,0.009256141547
NA19108,,0.05610506615,-0.009976078823,0.009976078823
NA19113,,0.05466928385,-0.010001665,0.010001665
NA19114,,0.05659615675,-0.009443580126,0.009443580126
NA19116,,0.05655153609,-0.00957024084,0.00957024084
NA19117,,0.05487215679,-0.009908280505,0.009908280505
NA19118,,0.05430464222,-0.009051243301,0.009051243301
NA19119,,0.05554448234,-0.01021886905,0.01021886905
NA19121,,0.05484690121,-0.009702885163,0.009702885163
NA19129,,0.0553762886,-0.009592140669,0.009592140669
NA19130,,0.05549069419,-0.01011160182,0.01011160182
NA19131,,0.05658318436,-0.01028600026,0.01028600026
NA19137,,0.05597613031,-0.009153459925,0.009153459925
NA19138,,0.0554160702,-0.009205324601,0.009205324601
NA19146,,0.05523385607,-0.009806791599,0.009806791599
NA19147,,0.05662035919,-0.009884514875,0.009884514875
NA19149,,0.05660648814,-0.009716619763,0.009716619763
NA19150,,0.05469296597,-0.009947612001,0.009947612001
NA19152,,0.05555195275,-0.01049954726,0.01049954726
NA19160,,0.0555037653,-0.009480371487,0.009480371487
NA19171,,0.05467359376,-0.009478299015,0.009478299015
NA19172,,0.05633241941,-0.009861644702,0.009861644702
NA19175,,0.05526271643,-0.009428064061,0.009428064061
NA19185,,0.05643009574,-0.009524206259,0.009524206259
NA19189,,0.05509364775,-0.009275691626,0.009275691626
NA19190,,0.05635568831,-0.0100568144,0.0100568144
NA19197,,0.05609052449,-0.01025793851,0.01025793851
NA19198,,0.05590733916,-0.009341843835,0.009341843835
NA19200,,0.05540849843,-0.009841840112,0.009841840112
NA19204,,0.05525068187,-0.009986954103,0.009986954103
NA19207,,0.05556818919,-0.01027430176,0.01027430176
NA19209,,0.05626192187,-0.01048235202,0.01048235202
NA19213,,0.05604624346,-0.009915125659,0.009915125659
NA19222,,0.05601842858,-0.0102040159,0.0102040159
NA19223,,0.0554790709,-0.01015981995,0.01015981995
NA19225,,0.05619743098,-0.01029464455,0.01029464455
NA19235,,0.05689779008,-0.009032482589,0.009032482589
NA19236,,0.05641679981,-0.009757579366,0.009757579366
NA19247,,0.0560663377,-0.01012185147,0.01012185147
NA19248,,0.05599589025,-0.009273402632,0.009273402632
NA19256,,0.05557295238,-0.01036988271,0.01036988271
NA19257,,0.05592798828,-0.009576856568,0.009576856568
NA19307,,0.05167868304,-0.008234291391,0.008234291391
NA19308,,0.05205056284,-0.008350455523,0.008350455523
NA19309,,0.05201889388,-0.00815892898,0.00815892898
NA19310,,0.05303927543,-0.009523584995,0.009523584995
NA19311,,0.04989168232,-0.008132148532,0.008132148532
NA19312,,0.05280625313,-0.008327645908,0.008327645908
NA19313,,0.05307025098,-0.009085182004,0.009085182004
NA19315,,0.0517017552,-0.008006938123,0.008006938123
NA19316,,0.05261422231,-0.008593685978,0.008593685978
NA19317,,0.05317117912,-0.008761113741,0.008761113741
NA19318,,0.05258122362,-0.008890171899,0.008890171899
NA19319,,0.05243294623,-0.008792778451,0.008792778451
NA19321,,0.05332610615,-0.009039747112,0.009039747112
NA19324,,0.05300143176,-0.00862394821,0.00862394821
NA19327,,0.05076041996,-0.007721708076,0.007721708076
NA19328,,0.05291793857,-0.008697935254,0.008697935254
NA19331,,0.05284586839,-0.008900558345,0.008900558345
NA19332,,0.05134212299,-0.008623411487,0.008623411487
NA19334,,0.05236899357,-0.008839351172,0.008839351172
NA19338,,0.05207031459,-0.008197450178,0.008197450178
NA19346,,0.05261903483,-0.008389398448,0.008389398448
NA19347,,0.05245967964,-0.008728172034,0.008728172034
NA19350,,0.05196506116,-0.008479006985,0.008479006985
NA19351,,0.05305594565,-0.008582868773,0.008582868773
NA19352,,0.05288706852,-0.008755525332,0.008755525332
NA19355,,0.05231895266,-0.00804523854,0.00804523854
NA19359,,0.05302902746,-0.009140054521,0.009140054521
NA19360,,0.05237257248,-0.008758947767,0.008758947767
NA19371,,0.05158194645,-0.008952072408,0.008952072408
NA19372,,0.05280800028,-0.00849916858,0.00849916858
NA19373,,0.05284738919,-0.008892086618,0.008892086618
NA19374,,0.05221034565,-0.008924357531,0.008924357531
NA19375,,0.05187141648,-0.00825561393,0.00825561393
NA19376,,0.05413363998,-0.009155625017,0.009155625017
NA19377,,0.05368173249,-0.008266833145,0.008266833145
NA19379,,0.05383245716,-0.008620800305,0.008620800305
NA19380,,0.05121474054,-0.0083335715,0.0083335715
NA19381,,0.05182128518,-0.00843667416,0.00843667416
NA19382,,0.05098821708,-0.008860940941,0.008860940941
NA19383,,0.05134295979,-0.008408899537,0.008408899537
NA19384,,0.05402129233,-0.008728581361,0.008728581361
NA19385,,0.05119113016,-0.007762652417,0.007762652417
NA19390,,0.05240971228,-0.008572230481,0.008572230481
NA19391,,0.05462325073,-0.009011404819,0.009011404819
NA19393,,0.05201523354,-0.008737489381,0.008737489381
NA19394,,0.05244937622,-0.008276510802,0.008276510802
NA19395,,0.05150391055,-0.008464236726,0.008464236726
NA19396,,0.05404885651,-0.009510406045,0.009510406045
NA19397,,0.05284532971,-0.008403924832,0.008403924832
NA19398,,0.05312349443,-0.009063652827,0.009063652827
NA19399,,0.0544236471,-0.008900893457,0.008900893457
NA19401,,0.05164191355,-0.008538664372,0.008538664372
NA19403,,0.05124758281,-0.007783370815,0.007783370815
NA19404,,0.05366807835,-0.0091980583,0.0091980583
NA19428,,0.05220032378,-0.007930558821,0.007930558821
NA19429,,0.05228207813,-0.00895344913,0.00895344913
NA19430,,0.0530105001,-0.008541148635,0.008541148635
NA19431,,0.05418254468,-0.009799744306,0.009799744306
NA19434,,0.0526461304,-0.00889133058,0.00889133058
NA19435,,0.05186415155,-0.008363299115,0.008363299115
NA19436,,0.05334131188,-0.008896953726,0.008896953726
NA19437,,0.05083090732,-0.008247057827,0.008247057827
NA19438,,0.05355054029,-0.009713659245,0.009713659245
NA19439,,0.05316993373,-0.00900986653,0.00900986653
NA19440,,0.05268241939,-0.00852127649,0.00852127649
NA19443,,0.05210992993,-0.008454033496,0.008454033496
NA19444,,0.05147077855,-0.008517558445,0.008517558445
NA19445,,0.05328408118,-0.009271677503,0.009271677503
NA19446,,0.05385678096,-0.008299761129,0.008299761129
NA19448,,0.05127104749,-0.007982207221,0.007982207221
NA19449,,0.05291560968,-0.00915999934,0.00915999934
NA19451,,0.05258316551,-0.008930248547,0.008930248547
NA19452,,0.05112073804,-0.008032117759,0.008032117759
NA19453,,0.05208504404,-0.009026851569,0.009026851569
NA19455,,0.0516669467,-0.008303493889,0.008303493889
NA19456,,0.05296486773,-0.009657176662,0.009657176662
NA19457,,0.0522964961,-0.008245719782,0.008245719782
NA19461,,0.05207506222,-0.007604191972,0.007604191972
NA19462,,0.05436677073,-0.009337749524,0.009337749524
NA19463,,0.05159648828,-0.008169120276,0.008169120276
NA19466,,0.05117478825,-0.007577189593,0.007577189593
NA19467,,0.05187085343,-0.008846692286,0.008846692286
NA19468,,0.05282566526,-0.008841060754,0.008841060754
NA19469,,0.05323244937,-0.009138660531,0.009138660531
NA19470,,0.05379063107,-0.009572552976,0.009572552976
NA19471,,0.05169670779,-0.008291002202,0.008291002202
NA19472,,0.05182082984,-0.008247157072,0.008247157072
NA19473,,0.05234300842,-0.008338463064,0.008338463064
NA19474,,0.05212664876,-0.008297932123,0.008297932123
NA19625,,0.02855958117,-0.007778684936,0.007778684936
NA19648,,-0.01632062762,0.02927288298,-0.02927288298
NA19651,,-0.01531883472,0.01636555964,-0.01636555964
NA19652,,-0.01648505936,0.01681144522,-0.01681144522
NA19654,,-0.0166998455,7.32E-04,-7.32E-04
NA19655,,-0.01647201742,0.01374194136,-0.01374194136
NA19657,,-0.01755984631,-8.16E-04,8.16E-04
NA19660,,-0.01855007238,0.005587681024,-0.005587681024
NA19661,,-0.0175248537,0.004827154968,-0.004827154968
NA19663,,-0.01701152982,-0.001873110135,0.001873110135
NA19664,,-0.01728684294,0.00114091423,-0.00114091423
NA19672,,-0.01763995268,0.005165041349,-0.005165041349
NA19675,,-0.0146316903,0.02490685312,-0.02490685312
NA19676,,-0.01615324973,0.01500932977,-0.01500932977
NA19678,,-0.01305422543,0.01880642612,-0.01880642612
NA19679,,-0.01508112039,0.02825741553,-0.02825741553
NA19681,,-0.01722859516,-7.14E-04,7.14E-04
NA19682,,-0.01929028413,0.005710158066,-0.005710158066
NA19684,,-0.01936191573,0.01578081784,-0.01578081784
NA19685,,-0.01762870009,0.006390398309,-0.006390398309
NA19700,,0.04280706164,-0.002216796164,0.002216796164
NA19701,,0.04465124479,-0.004771678106,0.004771678106
NA19703,,0.04454188036,-0.003593063382,0.003593063382
NA19704,,0.0448643094,-0.002977768924,0.002977768924
NA19707,,0.03454345159,0.001510725327,-0.001510725327
NA19711,,0.04627583856,-0.004667707837,0.004667707837
NA19712,,0.04708822296,-0.005839695741,0.005839695741
NA19713,,0.03766015005,0.001450798736,-0.001450798736
NA19716,,-0.01776731687,7.20E-04,-7.20E-04
NA19717,,-0.01915534407,-3.08E-05,3.08E-05
NA19719,,-0.01600185269,0.0078427757,-0.0078427757
NA19720,,-0.01890684236,-0.003278570501,0.003278570501
NA19722,,-0.01753391959,0.005191863564,-0.005191863564
NA19723,,-0.01438344605,0.003270678026,-0.003270678026
NA19725,,-0.01707713476,0.0123876642,-0.0123876642
NA19726,,-0.02070480622,-5.18E-04,5.18E-04
NA19728,,-0.02384446036,-0.01541594614,0.01541594614
NA19729,,-0.02287776256,-0.01460721843,0.01460721843
NA19731,,-0.02381207256,-0.01730535249,0.01730535249
NA19732,,-0.02395962542,-0.01606599693,0.01606599693
NA19734,,-0.02033248038,-7.73E-04,7.73E-04
NA19735,,-0.02146362183,-0.0125068715,0.0125068715
NA19737,,-0.01678013192,0.009877747354,-0.009877747354
NA19738,,-0.01842921095,0.009442101603,-0.009442101603
NA19740,,-0.01976755536,-0.008960951454,0.008960951454
NA19741,,-0.02216354044,-0.01138836,0.01138836
NA19746,,-0.01876590643,-0.005071403979,0.005071403979
NA19747,,-0.01915773145,0.002263004292,-0.002263004292
NA19749,,-0.01795849255,0.007003954982,-0.007003954982
NA19750,,-0.01742559825,0.01541092357,-0.01541092357
NA19752,,-0.01885783616,0.003292233468,-0.003292233468
NA19753,,-0.01826584931,0.001037849675,-0.001037849675
NA19755,,-0.01815661519,-0.005544680239,0.005544680239
NA19756,,-0.01594285935,0.0032369085,-0.0032369085
NA19758,,-0.02107538662,-0.008105416868,0.008105416868
NA19759,,-0.02033587163,-0.007212431214,0.007212431214
NA19761,,-0.0174966694,1.28E-04,-1.28E-04
NA19762,,-0.01702381969,-0.002690785374,0.002690785374
NA19764,,-0.01595588724,0.008076259607,-0.008076259607
NA19770,,-0.01572257052,0.008810790064,-0.008810790064
NA19771,,-0.01718551422,0.003353876164,-0.003353876164
NA19773,,-0.01829014648,0.01000302205,-0.01000302205
NA19774,,-0.01705147234,0.004801127911,-0.004801127911
NA19776,,-0.01364058251,0.005437291803,-0.005437291803
NA19777,,-0.01462490382,0.004941911917,-0.004941911917
NA19779,,-0.01683222219,0.01448528694,-0.01448528694
NA19780,,-0.01739385487,0.01235147534,-0.01235147534
NA19782,,-0.01613557191,0.005191017401,-0.005191017401
NA19783,,-0.0214382567,-0.006377137968,0.006377137968
NA19785,,-0.01842542503,-0.005442589812,0.005442589812
NA19786,,-0.01875622384,-3.53E-04,3.53E-04
NA19788,,-0.01879790025,-0.003918363302,0.003918363302
NA19789,,-0.01584484568,0.004785327811,-0.004785327811
NA19794,,-0.01651550343,0.01414571666,-0.01414571666
NA19795,,-0.01565701793,0.004902682897,-0.004902682897
NA19818,,0.03587900663,8.67E-04,-8.67E-04
NA19819,,0.0371950351,8.20E-04,-8.20E-04
NA19834,,0.03641460109,0.001400638108,-0.001400638108
NA19835,,0.04344314155,-0.003570342222,0.003570342222
NA19900,,0.04229297714,-0.002735256151,0.002735256151
NA19901,,0.04917747973,-0.005893496575,0.005893496575
NA19904,,0.04216260715,-0.002607144598,0.002607144598
NA19908,,0.04684891077,-0.005378436979,0.005378436979
NA19909,,0.04650541208,-0.005295586598,0.005295586598
NA19914,,0.03481084802,0.002325453366,-0.002325453366
NA19916,,0.04685323419,-0.005589134378,0.005589134378
NA19917,,0.04917965473,-0.005532574602,0.005532574602
NA19920,,0.04851467635,-0.00593672203,0.00593672203
NA19921,,0.02637627937,0.001518995722,-0.001518995722
NA19922,,0.0337348183,0.00160280923,-0.00160280923
NA19923,,0.02688905428,0.00650151882,-0.00650151882
NA19982,,0.04606803824,-0.004747308345,0.004747308345
NA19984,,0.04549702484,-0.004304649939,0.004304649939
NA19985,,0.03639317008,0.002455132251,-0.002455132251
NA20126,,0.03348800286,0.001629530615,-0.001629530615
NA20127,,0.04849917308,-0.005184123426,0.005184123426
NA20276,,0.04286069927,-0.001725456033,0.001725456033
NA20278,,0.02034543157,0.01144127983,-0.01144127983
NA20281,,0.04302498237,-0.003674304144,0.003674304144
NA20282,,0.03651601184,6.89E-04,-6.89E-04
NA20287,,0.04299133495,-0.002828697599,0.002828697599
NA20289,,0.0410576279,-7.70E-04,7.70E-04
NA20291,,0.05336869114,-0.008343241228,0.008343241228
NA20294,,0.04533041168,-0.004099832939,0.004099832939
