Sample,,PC1,-PC2,PC2
HG00311,,-0.01930130301,0.02938318345,-0.02938318345
HG00312,,-0.01998680362,0.02780336883,-0.02780336883
HG00313,,-0.0196598945,0.02710744327,-0.02710744327
HG00315,,-0.01935109791,0.02806025444,-0.02806025444
HG00318,,-0.01963268501,0.02908875776,-0.02908875776
HG00319,,-0.0188880072,0.02753555132,-0.02753555132
HG00320,,-0.01941469197,0.02758991189,-0.02758991189
HG00321,,-0.02004865715,0.02661481372,-0.02661481372
HG00323,,-0.01921240124,0.02703466059,-0.02703466059
HG00324,,-0.01938756822,0.02693126528,-0.02693126528
HG00325,,-0.02047211211,0.02593476987,-0.02593476987
HG00326,,-0.01972613478,0.02795613928,-0.02795613928
HG00327,,-0.01963177984,0.02686913914,-0.02686913914
HG00328,,-0.01977762756,0.02856254115,-0.02856254115
HG00329,,-0.01951656132,0.02903624976,-0.02903624976
HG00330,,-0.01932198485,0.02701468207,-0.02701468207
HG00331,,-0.01954217344,0.02791089602,-0.02791089602
HG00332,,-0.01908253923,0.02693105516,-0.02693105516
HG00334,,-0.0194736193,0.02908237639,-0.02908237639
HG00335,,-0.02001845678,0.02825302777,-0.02825302777
HG00336,,-0.01931134358,0.02686748641,-0.02686748641
HG00337,,-0.0194282631,0.02957929414,-0.02957929414
HG00338,,-0.01888069231,0.02871978359,-0.02871978359
HG00339,,-0.01996665848,0.02655153657,-0.02655153657
HG00341,,-0.01794941289,0.02763942108,-0.02763942108
HG00342,,-0.01989337372,0.02627657903,-0.02627657903
HG00343,,-0.01946236336,0.0282935648,-0.0282935648
HG00344,,-0.01946907078,0.02901621616,-0.02901621616
HG00345,,-0.01959821476,0.02762097132,-0.02762097132
HG00346,,-0.01936819654,0.02818731335,-0.02818731335
HG00349,,-0.01911165511,0.02655697677,-0.02655697677
HG00350,,-0.01809559646,0.02982816824,-0.02982816824
HG00351,,-0.01890987177,0.02685650873,-0.02685650873
HG00353,,-0.01983064521,0.02801544446,-0.02801544446
HG00355,,-0.01937364533,0.02878730512,-0.02878730512
HG00356,,-0.01883671821,0.02787639042,-0.02787639042
HG00357,,-0.01953991532,0.02822180012,-0.02822180012
HG00358,,-0.01904818137,0.02638830657,-0.02638830657
HG00359,,-0.01866527441,0.0276671578,-0.0276671578
HG00360,,-0.01880582804,0.02765679821,-0.02765679821
HG00361,,-0.01998347038,0.02629185213,-0.02629185213
HG00362,,-0.01898175919,0.0276712968,-0.0276712968
HG00364,,-0.01907502538,0.02786484619,-0.02786484619
HG00366,,-0.01921184702,0.02717262382,-0.02717262382
HG00367,,-0.01994874076,0.02644017398,-0.02644017398
HG00369,,-0.0199659586,0.02722308227,-0.02722308227
HG00372,,-0.02022824187,0.02822288313,-0.02822288313
HG00373,,-0.01993669554,0.0259534087,-0.0259534087
HG00375,,-0.01962383896,0.02763369858,-0.02763369858
HG00376,,-0.01910416685,0.02896617901,-0.02896617901
HG00377,,-0.02001401071,0.02664713408,-0.02664713408
HG00378,,-0.0196179106,0.02703109875,-0.02703109875
HG00381,,-0.0195637561,0.02877387278,-0.02877387278
HG00382,,-0.01911072703,0.02651734958,-0.02651734958
HG00383,,-0.01922705382,0.02745351905,-0.02745351905
HG00384,,-0.01961693563,0.02766272531,-0.02766272531
HG00403,,-0.02568623115,-0.04515221907,0.04515221907
HG00404,,-0.02662954278,-0.04581447232,0.04581447232
HG00406,,-0.02567579795,-0.04514684662,0.04514684662
HG00407,,-0.02588444307,-0.04511636077,0.04511636077
HG00418,,-0.02648879253,-0.04591452246,0.04591452246
HG00419,,-0.02612728061,-0.04557212435,0.04557212435
HG00421,,-0.0258058612,-0.04556494289,0.04556494289
HG00422,,-0.02660206577,-0.04548253851,0.04548253851
HG00427,,-0.02614073102,-0.04600085191,0.04600085191
HG00428,,-0.02661281061,-0.0450057882,0.0450057882
HG00436,,-0.02615496445,-0.04510441468,0.04510441468
HG00437,,-0.02617963059,-0.04574673134,0.04574673134
HG00442,,-0.02637201817,-0.04547593537,0.04547593537
HG00443,,-0.0259901476,-0.04524762149,0.04524762149
HG00445,,-0.02584457691,-0.04420343358,0.04420343358
HG00446,,-0.02639431555,-0.04508034902,0.04508034902
HG00448,,-0.02609239484,-0.04439750173,0.04439750173
HG00449,,-0.02599914415,-0.04564489388,0.04564489388
HG00451,,-0.02600943028,-0.04481682165,0.04481682165
HG00452,,-0.02576848543,-0.04501579017,0.04501579017
HG00457,,-0.02619679845,-0.04523128457,0.04523128457
HG00458,,-0.02633040404,-0.04509504351,0.04509504351
HG00463,,-0.02648248831,-0.04506745576,0.04506745576
HG00464,,-0.02656138268,-0.04576570625,0.04576570625
HG00472,,-0.02612100376,-0.04518644508,0.04518644508
HG00473,,-0.02630529829,-0.0459402462,0.0459402462
HG00475,,-0.02616625416,-0.04489417082,0.04489417082
HG00476,,-0.02651792798,-0.04557098599,0.04557098599
HG00478,,-0.02621532055,-0.04580264007,0.04580264007
HG00479,,-0.0264357492,-0.04430937363,0.04430937363
HG00500,,-0.02615821566,-0.04509196362,0.04509196362
HG00501,,-0.02629113246,-0.04655702355,0.04655702355
HG00512,,-0.02627830542,-0.0453109825,0.0453109825
HG00513,,-0.02570850959,-0.04569847561,0.04569847561
HG00524,,-0.02624033863,-0.04544703103,0.04544703103
HG00525,,-0.02590651403,-0.04442879069,0.04442879069
HG00530,,-0.0263878518,-0.04503671745,0.04503671745
HG00531,,-0.02619920687,-0.04516999495,0.04516999495
HG00533,,-0.02616725107,-0.04488429833,0.04488429833
HG00534,,-0.02610511372,-0.04555105917,0.04555105917
HG00536,,-0.02627333066,-0.0453171081,0.0453171081
HG00537,,-0.02633674248,-0.04566401022,0.04566401022
HG00542,,-0.02627065782,-0.04609239765,0.04609239765
HG00543,,-0.02605232673,-0.04582478751,0.04582478751
HG00553,,-0.005399246691,0.01343474602,-0.01343474602
HG00554,,-0.01244541937,0.02239623273,-0.02239623273
HG00556,,-0.02643165615,-0.04485218637,0.04485218637
HG00557,,-0.02615773212,-0.04539649661,0.04539649661
HG00559,,-0.02632407778,-0.04537143148,0.04537143148
HG00560,,-0.02593441334,-0.04599849894,0.04599849894
HG00565,,-0.02635708306,-0.04614549346,0.04614549346
HG00566,,-0.02635195609,-0.04582413424,0.04582413424
HG00577,,-0.0261461148,-0.04535943381,0.04535943381
HG00578,,-0.02608816619,-0.04688056303,0.04688056303
HG00580,,-0.0262283559,-0.04495466721,0.04495466721
HG00581,,-0.0261226917,-0.04633556778,0.04633556778
HG00583,,-0.02622925054,-0.04590555579,0.04590555579
HG00584,,-0.0257136853,-0.04616538681,0.04616538681
HG00589,,-0.02619435584,-0.04540508296,0.04540508296
HG00590,,-0.02607451408,-0.04424687952,0.04424687952
HG00592,,-0.02659086507,-0.04445644984,0.04445644984
HG00593,,-0.0262146697,-0.04642597665,0.04642597665
HG00595,,-0.02661471895,-0.04554537263,0.04554537263
HG00596,,-0.02648102083,-0.04742563123,0.04742563123
HG00607,,-0.02637198295,-0.0455319224,0.0455319224
HG00608,,-0.02592906293,-0.04581605836,0.04581605836
HG00610,,-0.02600699291,-0.04508150387,0.04508150387
HG00611,,-0.02644871353,-0.04503961341,0.04503961341
HG00613,,-0.02616870286,-0.04596265342,0.04596265342
HG00614,,-0.0261545372,-0.04573581046,0.04573581046
HG00619,,-0.025931185,-0.04539009832,0.04539009832
HG00620,,-0.02682282761,-0.04556276976,0.04556276976
HG00625,,-0.02576594843,-0.04412944962,0.04412944962
HG00626,,-0.02673978627,-0.04671159536,0.04671159536
HG00628,,-0.02585701644,-0.04495476669,0.04495476669
HG00629,,-0.026266604,-0.04568437486,0.04568437486
HG00634,,-0.02625702932,-0.04521589456,0.04521589456
HG00635,,-0.02616877897,-0.04588624758,0.04588624758
HG00637,,-0.007941100037,0.01721805863,-0.01721805863
HG00638,,-0.005474396997,0.01667876268,-0.01667876268
HG00640,,-0.01320179045,0.02258800123,-0.02258800123
HG00641,,-0.012302484,0.01969050871,-0.01969050871
HG00650,,-0.02629773877,-0.04495755559,0.04495755559
HG00651,,-0.02596271863,-0.04526299661,0.04526299661
HG00653,,-0.02619767201,-0.04507795116,0.04507795116
HG00654,,-0.02586259416,-0.04541876927,0.04541876927
HG00656,,-0.0258166107,-0.0456111715,0.0456111715
HG00657,,-0.02622162342,-0.04528343731,0.04528343731
HG00662,,-0.02631100264,-0.04500875849,0.04500875849
HG00663,,-0.02671099002,-0.04536754985,0.04536754985
HG00671,,-0.02603335222,-0.04516168168,0.04516168168
HG00672,,-0.02604543845,-0.04516039141,0.04516039141
HG00683,,-0.02609114906,-0.04460268269,0.04460268269
HG00684,,-0.02578629562,-0.04593922399,0.04593922399
HG00689,,-0.02625082199,-0.04608057117,0.04608057117
HG00690,,-0.02607537615,-0.04534771906,0.04534771906
HG00692,,-0.02629744261,-0.04402747067,0.04402747067
HG00693,,-0.02633591819,-0.04544923647,0.04544923647
HG00698,,-0.02578854269,-0.04532569972,0.04532569972
HG00699,,-0.02563802992,-0.04599777399,0.04599777399
HG00701,,-0.02587212278,-0.04500288583,0.04500288583
HG00702,,-0.02623225242,-0.04631807262,0.04631807262
HG00704,,-0.02624181676,-0.04468176845,0.04468176845
HG00705,,-0.02627881416,-0.04531085311,0.04531085311
HG00707,,-0.02645005456,-0.04496096677,0.04496096677
HG00708,,-0.02636538323,-0.04599351244,0.04599351244
HG00731,,-0.01561352468,0.02650617146,-0.02650617146
HG00732,,-0.01414554124,0.02205613843,-0.02205613843
HG00734,,-0.009925166109,0.01705455983,-0.01705455983
HG00736,,-0.01375349901,0.02272400143,-0.02272400143
HG00737,,-0.01142295791,0.02328183784,-0.02328183784
HG00740,,-0.009206128351,0.01935978222,-0.01935978222
HG01047,,-0.01187695492,0.02283881989,-0.02283881989
HG01048,,-0.01068635454,0.02051552637,-0.02051552637
HG01051,,-0.003248093225,0.01349105148,-0.01349105148
HG01052,,-0.001854274549,0.01316752934,-0.01316752934
HG01055,,-0.008433151113,0.02110754275,-0.02110754275
HG01060,,-0.01115786622,0.02267608723,-0.02267608723
HG01061,,-0.01289607386,0.02223978245,-0.02223978245
HG01066,,-0.01306264891,0.02205020252,-0.02205020252
HG01067,,-0.01178412039,0.02102127807,-0.02102127807
HG01069,,-0.01174254518,0.02032865709,-0.02032865709
HG01070,,-0.01392726795,0.02222801264,-0.02222801264
HG01072,,-0.01221039965,0.02199400853,-0.02199400853
HG01073,,-0.01225229052,0.02055872884,-0.02055872884
HG01075,,-0.01073277297,0.02478087977,-0.02478087977
HG01079,,-0.005146386044,0.01790499822,-0.01790499822
HG01080,,-0.01205396991,0.01759041922,-0.01759041922
HG01082,,-0.002266664159,0.01556459199,-0.01556459199
HG01083,,-0.0107947079,0.02015152788,-0.02015152788
HG01085,,-0.009823872706,0.01922600883,-0.01922600883
HG01095,,-0.009619311806,0.02095715422,-0.02095715422
HG01097,,-0.01161811142,0.01996443799,-0.01996443799
HG01098,,-0.01104329032,0.02116902335,-0.02116902335
HG01101,,-0.007673104371,0.0171604128,-0.0171604128
HG01102,,-0.005664842961,0.01917203449,-0.01917203449
HG01104,,-0.01208951,0.0213490204,-0.0213490204
HG01105,,-0.01165626423,0.0242008953,-0.0242008953
HG01107,,-0.001575140685,0.01803707055,-0.01803707055
HG01108,,0.02924104089,0.003051222156,-0.003051222156
HG01112,,-0.01573739548,0.02797172887,-0.02797172887
HG01113,,-0.01911093866,0.01648880358,-0.01648880358
HG01124,,-0.009643698867,0.01005447773,-0.01005447773
HG01125,,-0.01189773257,0.01465973486,-0.01465973486
HG01133,,-0.01686425486,0.02316083224,-0.02316083224
HG01134,,-0.009894038202,0.01562399329,-0.01562399329
HG01136,,-0.01223650749,0.01362218795,-0.01362218795
HG01137,,-0.01772940282,0.01320094398,-0.01320094398
HG01140,,-0.01640480267,0.01685565041,-0.01685565041
HG01148,,-0.01442881986,0.01707105113,-0.01707105113
HG01149,,-0.01334611314,0.005290009853,-0.005290009853
HG01167,,-9.86E-04,0.01483432976,-0.01483432976
HG01168,,-0.01547535903,0.02724592858,-0.02724592858
HG01170,,-0.008572195933,0.01826518283,-0.01826518283
HG01171,,-0.003430736984,0.01656345342,-0.01656345342
HG01173,,-0.01273402986,0.02497752186,-0.02497752186
HG01174,,-0.01381880204,0.02288034064,-0.02288034064
HG01176,,-0.01111176552,0.01870489727,-0.01870489727
HG01183,,-0.009499917335,0.01808348893,-0.01808348893
HG01187,,-0.005297812079,0.01086680083,-0.01086680083
HG01188,,-0.002668843889,0.01121280867,-0.01121280867
HG01190,,-0.007531915078,0.01424812516,-0.01424812516
HG01191,,-0.01149444756,0.01744873286,-0.01744873286
HG01197,,-0.01364599079,0.02233891091,-0.02233891091
HG01198,,-0.004306620251,0.01655482425,-0.01655482425
HG01204,,-0.01090160724,0.01989314422,-0.01989314422
HG01250,,-0.01378106356,0.01162248794,-0.01162248794
HG01251,,-0.01762523174,0.01809467107,-0.01809467107
HG01257,,-0.01828105824,0.01626390647,-0.01626390647
HG01259,,-0.01632296437,0.02386804412,-0.02386804412
HG01271,,-0.0132600721,0.01547150162,-0.01547150162
HG01272,,-0.005810565196,0.008121220844,-0.008121220844
HG01274,,-0.0164470699,0.01361564296,-0.01361564296
HG01275,,-0.01675391979,0.02866978657,-0.02866978657
HG01277,,-0.01844763191,0.01230618944,-0.01230618944
HG01278,,-0.01779909307,0.01142639383,-0.01142639383
HG01334,,-0.01867199978,0.03116187792,-0.03116187792
HG01342,,0.008832691179,0.004868477031,-0.004868477031
HG01344,,-0.01721957692,0.01007586496,-0.01007586496
HG01345,,-0.01445680246,0.01842250208,-0.01842250208
HG01350,,-0.01531149824,0.008720372293,-0.008720372293
HG01351,,-0.01820224026,0.01714704842,-0.01714704842
HG01353,,-0.01638971135,0.02136253886,-0.02136253886
HG01354,,-0.01703479914,0.02259576738,-0.02259576738
HG01356,,-0.01530022474,0.01408541038,-0.01408541038
HG01357,,-0.01839806628,0.01591618163,-0.01591618163
HG01359,,-0.0160060737,0.01651469549,-0.01651469549
HG01360,,-0.01437337988,0.01695144295,-0.01695144295
HG01365,,-0.009239360615,0.01169106431,-0.01169106431
HG01366,,-0.009790426041,0.0132100937,-0.0132100937
HG01374,,-0.01790772114,0.01894283818,-0.01894283818
HG01375,,-0.008877868552,0.01122511917,-0.01122511917
HG01377,,-0.01179498301,0.01187889523,-0.01187889523
HG01378,,-0.01717082169,0.009964343039,-0.009964343039
HG01383,,-0.01623206615,0.01831085542,-0.01831085542
HG01384,,-0.01457974297,0.01758126617,-0.01758126617
HG01389,,-0.01376163065,0.02250933983,-0.02250933983
HG01390,,0.001996735626,0.00520120023,-0.00520120023
HG01437,,-0.01695226602,0.02399633772,-0.02399633772
HG01440,,-0.005608262854,0.01299088729,-0.01299088729
HG01441,,-0.0185799714,0.009195095225,-0.009195095225
HG01455,,-0.01772578611,0.0101388312,-0.0101388312
HG01456,,-0.01613678149,0.008610890866,-0.008610890866
HG01461,,-0.007411109359,0.004463991964,-0.004463991964
HG01462,,0.001330164866,0.002331055778,-0.002331055778
HG01465,,-0.01738835289,0.02130542357,-0.02130542357
HG01488,,-0.006525175563,0.01806624863,-0.01806624863
HG01489,,-0.01665020181,0.02432813133,-0.02432813133
HG01491,,-0.01657620888,0.02228437245,-0.02228437245
HG01492,,-0.01613129187,0.02145685731,-0.02145685731
HG01494,,-0.01243137021,0.006560800552,-0.006560800552
HG01495,,-0.01170334321,0.006780321727,-0.006780321727
HG01497,,-0.01498172148,0.01170412779,-0.01170412779
HG01498,,-0.01587594308,0.010592938,-0.010592938
HG01515,,-0.01732240616,0.03248484608,-0.03248484608
HG01516,,-0.01743021767,0.03341153689,-0.03341153689
HG01518,,-0.01768874593,0.03280572215,-0.03280572215
HG01519,,-0.01750810359,0.03421389945,-0.03421389945
HG01521,,-0.01815098187,0.03275789142,-0.03275789142
HG01522,,-0.01792008439,0.032175094,-0.032175094
HG01550,,-0.01567063713,0.01718803956,-0.01718803956
HG01551,,0.009490315169,0.00325601235,-0.00325601235
HG01617,,-0.01641674987,0.02994332927,-0.02994332927
HG01618,,-0.01612871318,0.03040331495,-0.03040331495
HG01619,,-0.01601608716,0.0313261898,-0.0313261898
HG01620,,-0.01591465416,0.03067875012,-0.03067875012
HG01623,,-0.01500867194,0.03151669257,-0.03151669257
HG01624,,-0.01573337618,0.03043392594,-0.03043392594
HG01625,,-0.01657993045,0.03155120702,-0.03155120702
HG01626,,-0.01578211674,0.03028785987,-0.03028785987
NA06984,,-0.01849762742,0.0310932836,-0.0310932836
NA06986,,-0.01843628931,0.0332591565,-0.0332591565
NA06989,,-0.01850335724,0.03255149151,-0.03255149151
NA06994,,-0.01829256901,0.03229610835,-0.03229610835
NA07000,,-0.01849261231,0.03177589263,-0.03177589263
NA07037,,-0.01747551625,0.03232394256,-0.03232394256
NA07048,,-0.01796545395,0.03177392283,-0.03177392283
NA07051,,-0.01795984545,0.03263654884,-0.03263654884
NA07056,,-0.01826990828,0.03253660673,-0.03253660673
NA07347,,-0.01797167788,0.0329164278,-0.0329164278
NA07357,,-0.01842975732,0.03118652888,-0.03118652888
NA10847,,-0.01829100584,0.03267310216,-0.03267310216
NA10851,,-0.018779326,0.0332798555,-0.0332798555
NA11829,,-0.018593143,0.03236523378,-0.03236523378
NA11830,,-0.01853467308,0.03172599224,-0.03172599224
NA11831,,-0.01813173515,0.03203935953,-0.03203935953
NA11843,,-0.01867492749,0.03217607669,-0.03217607669
NA11892,,-0.01814624337,0.03217839835,-0.03217839835
NA11893,,-0.01892451058,0.03153909835,-0.03153909835
NA11894,,-0.01801811199,0.03285223499,-0.03285223499
NA11919,,-0.01784501331,0.03235678429,-0.03235678429
NA11920,,-0.01846074205,0.03380647113,-0.03380647113
NA11930,,-0.01820134349,0.03113534358,-0.03113534358
NA11931,,-0.01825202655,0.03253950346,-0.03253950346
NA11932,,-0.01791162112,0.03359534736,-0.03359534736
NA11933,,-0.01795438083,0.03237563989,-0.03237563989
NA11992,,-0.01757109443,0.03291996883,-0.03291996883
NA11993,,-0.01775562359,0.03253568376,-0.03253568376
NA11994,,-0.01862949493,0.0317127884,-0.0317127884
NA11995,,-0.01789441882,0.03375429966,-0.03375429966
NA12003,,-0.01884671328,0.03078790947,-0.03078790947
NA12004,,-0.01794616622,0.03234207037,-0.03234207037
NA12006,,-0.0184494059,0.03254637796,-0.03254637796
NA12043,,-0.01877670019,0.03165424223,-0.03165424223
NA12044,,-0.01841209757,0.03286754385,-0.03286754385
NA12045,,-0.01831862891,0.03243473094,-0.03243473094
NA12046,,-0.01799167269,0.03099001703,-0.03099001703
NA12058,,-0.01830248867,0.03325759899,-0.03325759899
NA12144,,-0.0180875342,0.0325414933,-0.0325414933
NA12154,,-0.01852347399,0.03193648093,-0.03193648093
NA12155,,-0.01834395343,0.03315742662,-0.03315742662
NA12249,,-0.01887766718,0.03077367065,-0.03077367065
NA12272,,-0.01805397809,0.03237815315,-0.03237815315
NA12273,,-0.01752770494,0.03313495844,-0.03313495844
NA12275,,-0.01780383637,0.03201431556,-0.03201431556
NA12282,,-0.01787272403,0.03217774746,-0.03217774746
NA12283,,-0.01774454608,0.03243866746,-0.03243866746
NA12286,,-0.018499798,0.03026275148,-0.03026275148
NA12287,,-0.01839409075,0.03298976295,-0.03298976295
NA12340,,-0.0181524273,0.03348490807,-0.03348490807
NA12341,,-0.01746204502,0.03190978816,-0.03190978816
NA12342,,-0.01824542933,0.03254163642,-0.03254163642
NA12347,,-0.01848254788,0.03146812791,-0.03146812791
NA12348,,-0.01841822834,0.03253672169,-0.03253672169
NA12383,,-0.01785428583,0.03231124301,-0.03231124301
NA12399,,-0.01827483239,0.03218168601,-0.03218168601
NA12400,,-0.01832210586,0.03283654553,-0.03283654553
NA12413,,-0.01778689281,0.03137505083,-0.03137505083
NA12489,,-0.01795325687,0.03265393052,-0.03265393052
NA12546,,-0.01819211594,0.03164759018,-0.03164759018
NA12716,,-0.01862673295,0.03255273915,-0.03255273915
NA12717,,-0.01774204225,0.03234044589,-0.03234044589
NA12718,,-0.01789689265,0.03270973771,-0.03270973771
NA12748,,-0.0190967197,0.03130300143,-0.03130300143
NA12749,,-0.01874392843,0.03282422376,-0.03282422376
NA12750,,-0.01860825765,0.03118818158,-0.03118818158
NA12751,,-0.01797485903,0.03342526096,-0.03342526096
NA12761,,-0.01838584048,0.03281509867,-0.03281509867
NA12763,,-0.01804458742,0.032600113,-0.032600113
NA12775,,-0.0188414047,0.03234253018,-0.03234253018
